0,1,2,3,4,5
뱃살지방분해주사 맞아볼까 합니다 ,진짜 뱃살은 징그럽게 안빠지는거 같아요   다이어트도 해보고 운동도  해봤는데  다른 곳은 어느정도 빠지는데 뱃살만 꿈쩍도 안합니다    그래서 뱃살지방분해주사 알아보는 중인데요  진짜 효과가 있을까요   뱃살지방분해주사 직접 맞아보신 분만 효과 봤는지 답변 부탁드릴게요  ,가정의학과,코로나 확진자 질문입니당    ,한 사람이 코로나 확진이 된 후 증상이 없다가 다른 한 사람에게 옮기고  코로나가 옮은 사람이 먼저 코로나 증상이 나타나고 그 후에 확진증상을 보일수도 있나요   그러니까 확진이 되었는데 잠복기가 달라서 먼저 확진된 환자보다 옮은 확진자가 먼저 코로나 증상을 보일수도 있나요   저희 형이 먼저 걸리고 제가 걸린 거 같은데 증상이 제가 먼저 나타났고 다음 날 저희 형이 나타났습니다   저는 어디 돌아다니는데도 없고 저희 형은 맨날 술 마시러 다녔는데 저한테 옮았다고 그러니 너무 억울해서 그렇습니다 ,가정의학과
안녕하세요 외부 충격으로 인해 멍이 자주 생기는데 나중에 건강에 문제가 생기나요  피멍이 자주 들면 몸에 어떤 영향이 생기나요 ,안녕하세요 외부 충격으로 인해 멍이 자주 생기는데 나중에 건강에 문제가 생기나요  피멍이 자주 들면 몸에 어떤 영향이 생기나요 ,가정의학과,코로나 걸려서 운동을 못하는데 식단만 해도 되나요 ,제가 코로나 확진판정을 받았는데요  코로나 확진 전까지 일주일간 고삐 풀린 망아지 마냥 엄청나게 먹었거든요   먹은만큼은 못 태워도 운동량 제 기준에서 빡세게 했는데 오늘도 많이 먹었는데 검사 결과 나온거 보니까 확진이라네요   오늘 운동을 못하게 생겼는데 어떡하죠    내일도 컨디션 보고 해야할 것 같은데 내일부터 식단이라도 하면 좀 덜 찔까요   ,가정의학과
코로나확진 후 역학조사에서 기저질환 관련 질문있습니다 ,오늘 코로나 확진 판정받고  역학조사하라고 문자를 받았는데요  기저질환 관련해서 질문이 있습니다      약   년전 갑상선암 진단받고  전절제 후 꾸준히 갑상선호르몬제를 먹는 중입니다     알레르기성비염이 있습니다   요  가지 사항도 기저질환 있는것으로 체크하는걸까요  없음으로 체크해도 되는걸까요   보건소나 질병관리청이나 모두 전화를 안받네요 ,가정의학과,오미크론 기침 언제까지 하나요,오미크론 코로나  확진 판정받은 지  일째 되는 사람입니다  증상은  일째구요  인후통도 많이좋아졌고 열도 안나는데 기침이 계속나요  기침이 너무 많이 나오니까 그냥 생활이 너무 부족해서 힘든데 혹시 기침은 언제까지갈까요  다음주에 개강이라 학교에 가야하는데 자가격리해제가 되어도 기침이 나오면 어떡하죠    혹시 기침에 좋은 약 추천 해주실 수 있을까요 ,가정의학과
  세 고혈압 코로나 환자,     코로나 확진  기침  가래  근육통 o 인후염  고열    산소포화도  일차         일차 현재       유지  보건소 지정 병원 코로나 약 처방받고  회 복용 후 어제부터 갑자기    대로 혈압상승  약 복용 중지  오늘 아침        대 혈압유지  점심    대  상담요청      혈압이 어느정도까지 올랐을때 입원치료 응급실로 이송해야 하는지     산소포화도 수치가 몇  일 때 입원치료 응급실로 이송해야 하는지,가정의학과,코로나 밀접접촉자,이번주 수요일 학교에 갔는데 제 앞자리 친구가 금요일에 확진판정을 받았는데요 밥 먹을때 말을 하지 않았고 가림판이 있었고 환기가 되고있는 상황에서 저는  분 정도만에 빨리 밥을 먹고 마스크를 썼어요  그 친구가 수요일에 학교 끝날때즈음 자기 언니가 확진판정을 받았다고 말해주더라고요   그래서 그 친구는 그 다음날부터 학교에 안나왔는데 혹시 제가 아직 아무 증상도 없고 접촉한지  일째 되었는데 제가 지금 잠복기일수도 있을까요   또 양성이 나올수도 있을까요     저는 kf  를 썼고요 그 친구는 일반 마스크를 썼어요 ,가정의학과
지방간 관련 질문,눈자위가 노란색이면 지방간이라는데 저도 아주 야아악간 노란 것 같아서요    지방간일까요    당뇨 위험에 비만이긴 해요 근데 애매한 게 요즘 다이어트도 하고 있구 단 것도 전보다는 정말 많이 줄이고 물도 많이 섭취하고 있거든요  하루 삼 리터 정도   진짜 지방간인가여 ,가정의학과,코로나 확진후 증상,저희엄마가 코로나 확진 끝났는데 계속 심하게 기침하는데 코로나증상인가요 엄청 심하게 해서 다른병인지 코로나증상인지 모르겠어요,가정의학과
부모님 비타민D 부족인데 건강식품 vs 전문의약품 어떤게 나을까요 ,안녕하세요   최근 부모님 건강검진을 시켜드렸는데 비타민D 수치가   로 나왔습니다   수치가   부터 정상범주더라구요   고민인 부분은 이렇습니다      비타민 D 건강식품을 구매하여 드리는게 나을지      내과 방문하여 의사선생님께 비타민 D 전문의약품을 처방받아 복용하는게 나을지   아시는 분은 답변주시면 정말 도움이 될 것 같습니다   감사합니다 ,가정의학과,위염인가요 ,어제 오전에 법먹고 나서 부터 속이 안좋아서 그냥 자바렸는데 일어나니깐 속이 울렁거리고 토할거 같고 몸에 힘도 안들어가고 살짝 미열도 나서 가스활명수랑 이지앤프로식스 한 알 먹고 그 뒤로 한   분 후부터 막 속이 타드러가는거 처럼 속이 너무 쓰리고 잠도 잘 못잘정도로 쓰렸다가 새벽엔 배도아프고 계속 꾸르르륻 소리나고 오늘은 오전에는 좀 괜찮다가  시쯤 부터 머리가 아프고  시쯤에 닭가슴살 먹고 아플땐 맛있는거다 하면서 딸기라떼랑 크로플 시켜서 먹는데 또 속이 너무 않좋아져서 원래라면 다 먹을양인데 절반정도 씩 겨우 먹고 앉아있는데 속이 울렁거리고 약간 어지럼길래  시간 정도 자고 일어나니깐 누워있으면 괜찮은데 일어나면 토할거 같아요  코로나 검사는  번 했는데 모두 음성이였어요,가정의학과
위산과다때문에 검사맡을려는데 이거는 위내시경으로,검사맡아야하나요 ,가정의학과,코로나 확진자 화장실에서 환풍기 키면 안되나요 ,다른 세대로 바이러스가 유입되거나 그런 일이 생기지는 않나요     ,가정의학과
총콜레스테롤,헌혈하고 피검사 결과 받았는데 총콜레스테롤 수치가    미만이 정상인데 딱    이 나왔더라구요     만  세인데 총콜레스테롤이    이면 높은 수치 인가요   높은거라면 높게 나오는 이유가 뭐죠  아빠가 고지혈증이 있으시고 콜레스테롤 수치가 높으 신데 유전적인 요인일까요   찾아보니 비만이 요인이 되기도 하는거 같은데 저는    에    정도로 비만은 아니고 오히려 마른편입니다       피는 정상수치 살짝 벗어난건데   버려지나요  저 정도는 그냥 쓰나요 ,가정의학과,코로나 치료,저희 어머니께서 연세가 좀 있으신데   세   월   일쯤 부터 많이 아파하시더니  월  일에 코로나 확진을 받으셨습니다 그런데 지금도 너무 힘들어 하시구요 백신은  차까지 모두 맞으신 상태입니다 병원 입원치료를 여쭤보니 병원에선 받아주지 않는다고 하시구요 혹시 입원치료를 받거나 할 수 있는 방법이 있나요 ,가정의학과
산소포화도가    인데 괜찮은건가요  코로나확진되고 해제된지 일주일이 지났습니다  그런데 갑자기 어제부터 기운이 없도 현기증이 나고 머리가 핑핑,산소포화도가    인데 괜찮은건가요  코로나확진되고 해제된지 일주일이 지났습니다  그런데 갑자기 어제부터 기운이 없도 현기증이 나고 머리가 핑핑돌고 계속 미열이 있습니다     이구요    오른쪽눈이 안구건조증이 있긴한데 좀 뿌옇게 보여요,가정의학과,LDL 수치 다이어트,올해   살인 여성입니다  키는      몸무게는   키로정도 됩니다  이번에 건강검진을 받았는데 총 콜레스테롤 수치가    이라고 하더군요   LDL만    이고요   비만도 아니고 술도 잘 안 마시고 군것질도 잘 안 하는데 의사선생님도 도저히 설명이 안 된다며 일단 운동을 늘려보라고 하시긴 하셨습니다  최근 약  달정도 다이어트를 하긴 했습니다  기초대사량 부근으로 먹었구요  한 달에 한 번 정도는 좀 많이 먹은 날도 있습니다만  그게 지속되지는 않았습니다  식단은 군것질 거의 안 하고 탄수화물도 거의 안 먹었고 닭가슴살  두부  요거트  샐러드 등등 지방도 굉장히 적게 먹었어요  기름진 음식을 많이 먹었으면 모를까 혹시 이렇게 많이 안 먹는 게 콜레스테롤 수치를 높일 수도 있는건가요 ,가정의학과
B형 간염  차 예방접종과 코로나확진 관계 질문드려요 ,안녕하세요    대 남자입니다   지난해 말 건강검진 시 B형간염 항체가 없다는 결과가 나와서  그전까지는 미약하게 있다고 나옴    월  일경 B형 간염  차 예방접종을 하였고   월  일  차 예방접종을 할 예정이었습니다   그런데   월  일경 코로나 확진판정을 받아  월  일 B형간염  차 예방접종을 하지 못하였고   월   일 금  현재까지도  차 예방접종을 하지 않고 있습니다   격리기간   격리후  주일 정도는 몸상태를 지켜봤음   현재 전혀 몸에는 이상이 없는 상황인데     내일인      토 에  차 예방접종을 맞아도 될까요      원래  차와  차의 간격이 한달로 알고 있는데  주정도가 된 상황입니다  그래도 괜찮을까요      이왕 이렇게 된거 몇 달 더 지켜보고  차부터 다시 맞을까요    의사 선생님 답변 주시면 정말 감사하겠습니다 ,가정의학과,손목 체육시간,체육시간에 하키를 하다가 거의 날라가면서 넘어졌거든요    체육 할 때는 괜찮았는데 시간 지나니까 갑자기 손목이 살짝 떨리면서 폈다 쥐엇다 할 때 아프고 뒤로 살짝만 꺽어도 아프고 앞으로 꺽어도 아프고 진짜 연필만 들어도 아픈데 뭐죠 뼈에 문제가 있는 건 아닌 것 같은데 인대에 문제가 있는건가요    꼭 병원 가야하나용   ,가정의학과
발톱이 빠질려해요,발톱이 흔들리고 아프진 않는데 어떻게 해야하나요  당겨서 뽑으면 아플까요  양쪽 발이 다 그런데 무좀때문인가요 ,가정의학과,코로나 확진 소독,아기랑 저랑 둘이 코로나 확진이 되어서 자가격리중 입니다 요즘에는 소독도 안해주신다해서 집에 있는 소독제를 뿌리고 있긴 한데 빨아서 제손으로 접어 서랍에 넣은 옷들과 냉장고속 안건들인 반찬들이나 이런것들은 어떠케 소독을 하거나 소독제를 겉에 뿌리면 바이러스가 다 죽어서 일주일 뒤 먹어도 되고 입어도 되는건지 아니면 손이 안 닿았어도 버리나요,가정의학과
뱃살지방흡입 많이 아플까요   ,뱃살이 너무 많아서 스트레스입니다   다른 곳은 그래도 좀 마른 편인데  뱃살이 너무 거슬리네요    그래서 뱃살지방흡입 알아보는 중인데요  효과는 있을까요    제가 아픈걸 잘 못참는 편이라   많이 아플지도 궁금하네요   뱃살지방흡입 해보셨거나 잘 아시는분 있으면 답변 부탁드리겠습니다  ,가정의학과,코로나 입원하는 법,코로나에 걸렸는데요 가슴통증이 있어서 폐렴이든 뭐든 검사 해보고 싶은데 어떻게 하면 될까요  보건소에 말하면 입원을 시켜주는건가요   입원하는 경우가 궁금합니다    가슴통증 검사만이라도 못받을까요 ,가정의학과
뱃살지방분해주사 효과가 어떤가요 ,진짜 뱃살이 다 분해되면서 쏙 들어갈까요    제가 뱃살만 빠지면 체형은 좀 괜찮아질거 같은데 다이어트로는 너무 어렵네요    뱃살지방분해주사 맞으면 효과가 드마라틱하게 볼 수 있을지    그리고 뱃살지방분해주사 맞으려면 어떤걸 알고 있어야 하는지도  전문가님께서 알려주시면 정말 감사드리겠습니다   ,가정의학과,골밀도 검사,안녕하세요 골밀도 검사중 모르고 주머니에 휴대폰을 넣고 촬영했는데요  사진에는 찍히지 않았다고 하셨는데 소지한 휴대폰이 건강상 유해한 영향을 줄 수도 있을까요 ,가정의학과
얼굴살빼는법 급한데요,최근에 얼굴살이 너무 많이 붙어서 얼굴살빼는법 찾아보고 있습니다  얼굴살빼는법 혹시 정말 효과적인 방법이 있을까요  급해서 질문 남깁니다,가정의학과,얼굴지방흡입 고민됩니다,곧 결혼을 앞두고 있는데  사진을 찍어보니까 옆에 얼굴살이 너무 보기 싫더라구요   얼굴지방흡입 하면 괜찮다고 해서 알아보고는 있어요  혹시 결혼식이 한달정도 남았는데  괜찮을까요  얼굴지방흡입 해보신분 계시나요  ,가정의학과
코로나 걸렸었는지 검사받을 방법도 있나요 ,무증상 혹은 가벼운 감기 증상으로 넘어갔던 경우에 내가 코로나에 걸렸었는지 확인할 수 있는 방법도 있나요 ,가정의학과,초등학생 코로나 증상,안녕하세요 저는  학년이구요 초등학생입니다  수요일 오후에 실시한 코로나검사키트로 음성나왔고요 어제 저녁부터 머리도좀 아프고 배도아팠는데 지금은 머리아프고 따뜻하게입어도 춥고 근육통이 좀 심하고 입맛도 없고 또 뭐 먹으니까 배아파요 근데 또 열은 없어요 등교가능 한가요 ,가정의학과
코로나 증상 잠,코로나 걸렸을때 원래 잠이 많이 오나요  눈만 감으면 잠이 쏟아져요,가정의학과,아니 어제뷰터,아니 어제아침에 목이 쬬금 아팟엇는데  시 쯤 되니가 갑자기 머리도 아푸고 열도 먼가 나   는거같은거에여    근데 학원가야해서 갓는데 진자 넘나 아파서 영혼가출한상태로 공부햇다 그리고 집에와서 열재니까     도인가 그랫어요 그리고 열이 좀 떨어지고 갠차나서 언심햇는데 자고 알어나니까 열도 좀 오르고 목도 아프고 콧구멍도 막히고 난리임 hoxy  코로나 걸렷을가요  오늘 검사하긴할건디 불안  띠   ,가정의학과
코로나 확진 확인방법,안녕하세요 요즘 코로나시대에 지치며 슬슬 무뎌지고 있네요  문득 궁금한게 생겨서 지식인에 올려봅니다     만약 나도 모르게 확진됬고  무증상 이 후 완치됬다면 pcr 검사를 하면 전에 코로나 걸렸었는지 확인 가능한가요    차 백신부터는 접종하고싶지 않습니다  감사합니다   ,가정의학과,목 칼칼함 코로나 확진,제가 오늘 급식시간에 밥을 먹고 믈을 마실려고 했더니 정수기가 없어서 지금방금 물 마셨는데  아까전부터 물 마시기 전까지 기침이 나오더라구요  물 안먹어서 목이 칼칼해서 그럴까요  코로나 자가키트는 음성입니다  그리고 요즘 환절기라 콧물이 나는것도 정상이죠   ,가정의학과
백신맞고 코로나증상,저랑 하루종일 붙어있던 친구랑 어제 학원마치고 같은 증상을 느꼈고 둘 다 집가서 두번의 자가진단으로 음성이 나왔습니다 다음날 아침 저는 증상이 호전되었고 친구는 여전히 심했기에 친구는 병원에서 검사를 저는 등교했습니다  그리고 전   시에 화이자접종을 했고 친구는 양성이 떴습니다  문제는   시쯤부터 두통과 근육통 코막힘 피로 기침 아주 적은빈도  등 증상이 밀려옵니다  이러면 백신을 접종한 상황에서 코로나 신속항원검사를 해야하나요  아니면 백신을 접종해서  무조건 양성이 나와서  하는게 의미가 없나요 ,가정의학과,코로나 걸릴 가능성,남자친구랑    에 만나서 밥 같이 먹고  그 다음날인     오후부터 목이 너무 아프다고 하더니 몸살같이 아프다고 했습니다  이날 저녁 자가키트 음성  그리고 오늘     아침에 자가키트 하니 양성 나와서 PCR검사 후 확진 판정 입니다  저는 지금 아무런 증상이 없는데 걸렸을 가능성이 얼마나 되나요  ,가정의학과
친구 코로나 걸렸는데 걸릴확률,친구가 코로나에 걸렸는데 그 친구랑 평소에 마스크 벗고 지내고 얘기할때도 마스크 안쓰고 같은 병으로 물도 마셨는데 코로나 걸린 확률 높겠죠    병원에서 검사  번 하고 자가키트  번 했는데 다 음성이었어요 백신  차까지 맞았구요 만약 코로나확진인데  차백신 맞아도 되나요   증상도 목에 뭐 끼는 느낌 빼고는 딱히 없어요 pcr검사도 못하니까 잘 모르겠어요    ,가정의학과,배가 왜 아플까요, 월  일 밤   시쯤부터 배가 좀 아팠는데 자면 괜찮아질거라고 생각해서 자고 일어났더니 괜찮았는데  월  일 낮에 떡볶이 먹었는데 배가 아파서 편의점에서 약 사다 먹었어요 그냥 체한거같아서 체한약 달라고 말해서 약국에서 보라색 동그란거 여러개 들어있는거랑 초록색 병 줘서 먹었더니 괜찮아졌구요 근데 지금 또 배가 살살 아프네요 밥 먹었는데 배에서 가끔 꼬르륵 소리 나구요 윗배가 아프다 아랫배가 아프다 그런건 아니고 전체적으로 아파요    집에 속청이라는 약이 있어서 그거 먹으려고 하기는 하는데 이유가 궁금해서요  중 이고 술 안먹고 밥도 잘 먹슴당 이유 알랴주세요,가정의학과
코로나 자연치유,코로나에 걸리면 병원이나 약국에 코로나 증상 말하고 약 먹으면서 일주일 정도 격리 들어가고 끝나잖아요 일주일 동안 약 먹으면 알아서 코로나가 나아지는 건가요  다른 치료법 없이 ,가정의학과,코로나 밀접접촉자  검사 질문,제가 친구랑 어제 밥을 먹었는데 그 친구가 지금 상태가 이상해서 자가키트 해봤는데 음성나오고 신속항원검사 를 병원에서 했는데 양성이라는거에요 그래서 pcr검사하고 결과기다리는 중인데 만약 이친구가 양성이면 저도 밀접접촉자로 분류되어 pcr검사를 해야하나요  자세히 좀 알려주세요 학교를 갈수 있는건지 뭔지도    ,가정의학과
코로나 완치 후 다른 사람에게 바이러스 전파,코로나가 완치되면 항체가 생겨 재감염될 가능성이 낮다고 하는데요      또 다른 말로는 완치자가 다른 사람 에게 바이러스가 옮아 자신의 몸 속에 들어와도 항체가 있어 자신은 안 걸릴 수 있지만 그  옮은 바이러스를 다른 사람 에게 퍼뜨릴 수 있다는 이야기도 들었습니다  이것이 사실인가요      그렇다면 만약 저와 저희가족이 최근에 확진 후 완치가 되었더라도 저희 가족 중  명이 외부에서 새로 바이러스를 옮아오고 저에게 바이러스를 옮기게 되면 저희 가족은 이미 항체가 생겼기 때문에 재감염될 가능성은 낮지만 제가 친구들을 만나게 될 경우 그 친구들에게  외부에서 옮아온 전염력이 있는 바이러스를 전파할 가능성이 있나요     결론은 완치 후에 전파력이 없다 하더라도  새로운 사람에게 바이러스를 옮았다면 전파력이 있는 바이러스를 가지는 것이 아닌지 궁금합니다 ,가정의학과,코로나인가요  ,기침나고 목이 살짝아파요 자가키트로 검사 해봤는데 음성이예요 목감기랑 코로나랑 너무 헷갈려요 ,가정의학과
코로나 격리 후 바이러스 전파,코로나에 걸렸다가 내일 일주일이 지나 격리가 해제되는데요   내일 학교를 가야하는데 아직까지 기침이 나오고 목이 살짝 아프고 가래가 낍니다  이상태로 내일 학교를 가도 친구들한테 전파가 될까요   기숙사학교라서 내일 저녁에 기숙사에서 자야하는데 같은방 친구들한테 피해를 끼칠까봐 걱정됩니다 ,가정의학과,Pcr 검사 아픈가요 ,가족중에 확진자가 있어서 pcr을 받아야 하는데 pcr 많이 아픈가요    ,가정의학과
집에서 저 혼자만 코로나 확진돼서 격리중인데 손하나 까딱안하고 엄마만 부려먹는다고 엄마가 화내요  나와서 택배상자 치우고 제가 먹은거 제가 치우,집에서 저 혼자만 코로나 확진돼서 격리중인데 손하나 까딱안하고 엄마만 부려먹는다고 엄마가 화내요  나와서 택배상자 치우고 제가 먹은거 제가 치우라고 하는데 제가 마스크 끼고 손 소독하고나서 설거지하면 괜찮을까요  괜찮으면 냉장고에서 음식 꺼내서 알아서 챙겨먹으려고요 ,가정의학과,자가키트 했는데,너무아파서 그냥 바로뺏거든요  근데 넣어야하는 위치 절반도못넣은거에요 그래도 다시넣기에는 찝찝해서 용액 떨어트려보고결과봤는데 한줄이에요 그래도 다시해야겠죠    넣으니깐 코두곳에서 투명콧물 나오고 장난아니에역  ,가정의학과
제 동생이 아파요,여동생인데 pcr검사 결과 양성입니다 저와 엄마도 양성인데 저는 기침 말고 증상 없고 제 동생이 지금 열이   도에요 속도 울렁거린다고 하고 헤열제는 먹였고 옷은 시원하게 벗기고 있어요 도와주세요 제 동생 많이 아파요 진짜 도와주세요,가정의학과,코로나   입 상처,안녕하세요   살 남성 코로나 확진자  확진  일째  입니다   제가 음식을 먹다가 입안을 깨물어서 상처가 세게 났는데요 혹시 코로나 바이러스가 상처에 들어가서 큰 후유증이 남을 수 있나요    혈관쪽이나 머리나   걱정이 많아서 질문드려요  ,가정의학과
코로나 증상 있는데 음성,동생이 양성인데 전 음성이엇어요 근데 어제밤부터 막 목이 아프더니 오늘 아침엔 목도 아프고 근육통도 조금 잇어서 조퇴를햇는데 목도 아프고 두통도 잇고 근육통도 잇어서 신속항원 검사를 햇는데 음성이에요 ,가정의학과,지속적인 두통 및 발열, 월 초부터 지속적인 두통 및 어지러움  미열이 있어서 질문드려요  기침이나 목아픔  콧물 같은 증상은 없고 두통하고 열만 나요    일 중   일은 아침에 일어날 때부터 두통이 있고 서서히 열이 오르더라구요   타이레놀 같은 거 먹으면 괜찮아지기도 하는데 어떤 날은 약효가 떨어지면 다시 아파요  열은           사이로 나옵니다  코로나 검사도 몇 번 했는데 다 음성 나왔구요   이것 때문에 매일 누워있게 되고 집중도도 떨어져서 공부를 못하겠어요 힘들기도 하고요  아직 부모님껜 말씀 안 드렸는데 검사 같은 걸 해야할까요 ,가정의학과
다리를 쭉 뻗으며 기지개 펴면 죽을 것 같은 고통   ,다른 곳은 안그런데 유독 다리만 쭉  스트레칭하는 것처럼 발끝을 쭉 뻗으며 기지개를 펴면 양쪽 종아리가 죽을 것처럼 아파옵니다  요새 계속 그래서 정말 죽을 것 같습니다  왜 그런 걸까요  건강검진때 골다공증 위험 있다고 나왔는데 이것도 골다공증과 관련 있을까요  근데 뼈가 아픈 것 같진 않고 그냥 종아리가 통째로 빠개지는 느낌입니다  종아리가 속에서부터 폭발해버릴 것 같은 고통입니다       어느 병원에 가야하는지도 알려주시면 감사하겠습니다  ,가정의학과,코로나 샤워,얼마전에 코로나 확진받은 사람입니다  코로나 확진받았을때 샤워실을 따로 쓴다는 가정 하에 샤워를 하는것이 좋은가요  아니면 샤워를 하는 과정 중에 바이러스가 퍼진다거나 할 위험이 있을까요  고민이어서 어제 샤워를 못했습니다    답변부탁드려요,가정의학과
종아리지방분해주사 효과 보신 분 있나요  ,제가 다른 곳은 다 말랐는데 종아리쪽이 완전 무다리입니다    혹시 종아리지방분해주사 맞으면 다리가 좀 얇아질 수 있나요   정확히 어떤 효과가 있는지 알고 싶어요 ,가정의학과,신속항원 양성후 PCR음성,화요일 오후에 몸살기운 목이 조금 이상함 에 신속항원 양성이 나와서 바로 PCR받았는데 수요일에 음성이 나왔어요  그런데 열이 나고 몸살기운이 있어서 다시 PCR 받았는데 오늘 목요일 에 음성 나왔습니다  하지만 여전히 몸살기에 하루종일 열이          도 웃돌고요    지금은 목도 잠기고 따끔거리네요   요즘 코로나가 증상 발현때에는 음성이다가    일후에 양성 뜬다던데  그런건가 싶습니다      일단 음성이어서 내일부터 회사는 출근해야 한다고 하구요     신속항원이 양성이 나왔는데 pcr에서 음성이 나오고 다시 PCR검사에서 양성이 나오는 경우가 많을까요 ,가정의학과
얼굴살빼는법 좋은 방법 없을까요 ,얼굴살 좀 빼고 싶습니다  다른데는 마른편인데 얼굴만 너무  통통해서 찐만두 같아요   얼굴살빼는법 검색도 해보고 물어도보고 했는데  시술 받아보란 얘기가 가장 많긴하더라구요  진짜 시술 받으면 효과가 있나요   제가 잘 몰라서 아시면 답변 부탁드릴게요 ,가정의학과,머리왼쪽 에 온 대상포진 찜질문의,저는  이 된 남자입니다  월중순부터 시작된 대상포진이 머리왼쪽 이마에 통증이 발생해서 양평에 있는  의원에서 치료를 받았는데 심한 통증은 많이 줄었는데 밤에는 통증 심해 잠을 잘수 없어  물수건으로 온찜질을 하면 좀 편해지는데 찜질을 계속해도 괜찮은지 알고 싶어요   년전에 대상포진 예방주사도 맞았어요 답답합니다  ,가정의학과
성장기 골반,안녕하세요 이제 고 인 여학생입니다 제가 골반이 짝짝이라 걱정이에요 막 삐뚤어졌다는게 아니라 한쪽만 자랐 어요 골반뼈가 오른쪽은 여자처럼 자라있는데 왼쪽은 진짜 그냥 직선이에요 원래 성장기때 골반이 한쪽씩 커지나요 양쪽이 같이 자라는거 아니였나요  보기에도 티가 엄청나서 스트레스받으요 사실 제가 척추측만증도 좀 있어서    ,가정의학과,식도나 위장에 유리같은게 걸리면 아픈가요 ,궁금해서 그런데요  오늘 오전에 병에든 베지밀 을 다마신후 바로가 아닌    마실때는 전혀 아무 느낌 없다가     약  분정도 뒤에 명치부분에서 뭔가가 내려가며 따끔한 통증이 한번 느껴졌는데요  혹 병용기의 유리조각같은게 들어간건 아닌지     그래서 병을 자세히 봐도 따로 금이나 깨진건 없어요     그래서 혹    식도나 위에 유리조각같은게 걸리면 음식물 섭취나 물 마실때 아픈가요   점심을 먹었을때 물마실때 따로 통증같은건 없거든요 ,가정의학과
체육교사 하려고 하는데 천식 이있으면 안좋은가요 ,체육교사를 꿈꾸는 여중생 입니다  제가 얼마전부터 숨이 잘 안쉬어져서 병원을 갔는데 알레르기성 기관지염이라고 하시는데 그 후로 기침이 심해져서 천식을 살짝 의심 하고 있는데   제 꿈에 지장이 있을까요   ,가정의학과,하지불안증후근,저는   살되는 학생인데요 하지불안증후근인거 같아서요   가끔 한 한달에  번 정도 자다가 갑자기 놀라듯이 깨기도하고 자다가 미끄러지는듯한  느낌이 나기도해요 학원에서도 앉아있으면 뭔가 일어나서 움직이고싶고 뭔가 다리에 힘주어지는 느낌이 들어요  ,가정의학과
     신속항원검사,     신속항원검사에서 양성 나왔는데 따로 문자 안나오나요     확진 문자요    이래저래 필요한데 연락이 안와서요    아시는분 있으실까요 ,가정의학과,코로나 환자가 사용했던 식기,제가 코로나에 걸려서 방에만 있는데 밥을 먹고 제가 쓴 그릇을 엄마가 설거지 하시는데 엄마가 코로나 걸릴 확률이 있나요  지금 가족중에 저만 양성이에여,가정의학과
다리 발톱 글킴,원래 색이 이런가요  뭐 안발라도 되겠죠 ,가정의학과,코로나  ,저희 가족 구성원중에 확진자가 생겨서 저도 바로 검사를 하러 갔거든요   근데 항원검사랑 pcr둘다 음성으로 나왔어요 이 상황에서 개학전에 학교랑 병원에서 학교 가도 되는건가 라고 물어봤더니 증상이 없으면 가라고 하더라고요    오늘아침에 컨디션도 좋고 아무렇지도 않아서 학교에 갔어요   뭐 학교에서도 들여보내줬구요    그런데 학교 끝나고 몇시간 후부터 갑자기 머리가 너무 아픈거에요 오한도 오고 약간 열도 나는거 같고    제발 아니길 바라고 있지만 만약 제가 코로나 걸리면 오늘 학교친구들이랑 만나고 얘기도 하고 그랬는데 그 친구들한테 미안해서 어째요        죄책감때문에 미치겠어요   좀더 주의하고 가지 말걸 그랬나봐요  ,가정의학과
코로나 확진후 후유증 체중감소,제가 올해  월말에 코로나 확진되어서 기존 몸무게   kg에서 몇일뒤  kg정도 감소하여   kg  그이후 거의 한달간 기침이 계속되어서 병원가서 약먹고 기침은 없어졌는데 몸무게는   kg전후입니다  의도적으로 좀 많이 먹고 해도 좀처럼 몸무게가 증가하지 않네요   걱정스러워서 건강검진이라도 받아야하나 이러고 있습니다  비슷한 경험 있으신분들 있으신지요  걱정도 되고요  조언을 부탁드립니다 ,가정의학과,B형간염  차 맞았는데 항체 항원 없음,안녕하세요  제목처럼 직장에서 채용검진을 받았는데 B형간염  차까지 다 맞았는데 항체와 항원이 음성이라고 뜨고 예방접종을 권해드린다고 했는데 혹시 더 맞아도 상관 없는 건가요 ,가정의학과
코로나 잠복기 증상,  코로나 잠복기에도 증상이 나타나나요    잠복기에 증상이 있으면 옮길수도 있나요 ,가정의학과,비타민D주사 효과,제가 병원에서 피검사를 했을때 비티민d농도가   이 나와서 비타민디 주사와 비타민디 경구용 스프레이를 처방받았습니다  그러고 이주쯤 뒤에 간강검진때문에 피감사를 할일이 생겨서 비타민디 수치도같이 검사해서 알마전에 결과를 전달받았는데 비티민d 농도   이 나왔습니다   원래 비타민디주시맞아도 이정도밖에 안오르나요  검색해보면 한번맞으면    개월은 효과본다고하는데 저는 체감 효과도 딱히없고 실질적으로 혈중 농도도 크게 증가하지 않은거같아 질문남깁니다  주사는      IU  경구용 영양제는     IU 매일 회복용 였습니다 ,가정의학과
