0,1,2,3,4,5,6,7,8,9,10,11
백신부작용,저는 이제   살입니다  월   일 화이자  차를 맞고 당일에는 아무런 느낌도 없고 아프지도 않았습니다 그런데 새벽에 잠을 자려고 누웠는데 갑자기 팔이 미치도록 아프더라고요 그래도 그냥 참고 계속 잤습니다 새벽에 팔이 너무 아파 잠을 설치고 아침에 일어나 보니 겨드랑이가 너무 아팠습니다 그래서 그냥 뭐 괜찮겠지 하다가 타이레놀을 하나 먹고 저녁에도 타이레놀을 두 개를 먹었습니다 타이레놀을 먹고 나서 그 뒤로부터 어지러웠습니다 팔은 점점 나아졌지만 겨드랑이는 계속 쓰라리는 느낌으로 계속 아프더라고요 보니까 겨드랑이도 부어있었습니다 그리고 목이 뻐근해서 스트레칭을 하다가 승모근 쪽에 멍울이 잡히더라고요 이 증상을 네이버에 찾아보니 백신 부작용이라네요 아침에 병원을 가려고 하는데 백신을 맞았던 병원을 가야 하나요  아니면 정형외과나 다른 병원을 가야 하나요  그리고 백신 부작용이면 나라에서 보상금을 준다는 이야기가 있던데 사실인가요 ,가정의학과,중학교 건강검진 대상,중학교 건강검진 몇학년만 하는건가요  저는 올해 중 고요 중 때 학교에서 건강검진을 했었는데  학년때도 해야하나요 ,가정의학과,하루종일 피곤한 증상,안녕하세요  저는   세 여자 고시생입니다  며칠전부터 비정상적일 정도로 피로감이 심해져서 질문드립니다   구체적인 증상은 다음과 같습니다  공부할때나 쉴때나 항상 피곤합니다  눈만 감으면 당장 잘 수 있을 정도로요  낮잠을 자고 일어나도 똑같이 피곤하고  머리도 멍합니다  체온은     정도입니다  콧물이 조금씩 나는 것 외엔 특이사항도 없어요   평소 수면시간은 새벽 시 아침 시입니다  밥도 잘 먹고  비타민 영양제도 잘 챙겨먹습니다  최근 시험이 다가와서 압박감에 큰 스트레스를 받긴 했습니다만    그게 원인일까요   며칠째 너무 괴롭습니다  피곤한 것 외엔 증상은 경미한 것 같아서 병원은 안가보고 있는데    어떻게 하는게 좋을까요  답변 부탁드립니다 ,가정의학과,생활습관 물 마시기 ,물을 자주 마시는 습관  모든 질병을 예방하는데 좋은 건가요  특히 코로나 예방하는데 도움이 될까요  ,가정의학과
집에 코로나 양성 명인데요  급해요 ,엄마랑 저랑 둘다 양성 확진 떴는데요        마스크 벗고 생활해도 되는건가요  아빠는 멀리 계셔서 상관없는데요           둘다 걸려서 에라이 하고 엄마랑 수다도 떨고 마스클  벗고 생활했는데 큰 문제 있을까요        이제부터라도 마스크 끼고 생활해야겠죠  저는 확진    일차이고 엄마는  일차입니다          칼답으로정확하게 대답해주시면 채택해드려용,가정의학과,코로나 격리 질문,언니가 코로나 확진이 됐어요 저희 엄마 아빠께선 접종 완료자시고 자가진단키트에서 음성이 나왔으면 수동감시자로 격리 말고 일상 생활 가능한가요      개학일인데 전 등교중지 말고 정상 등교인가요 ,가정의학과,코티닌 수치 관련해서요 ,건강검진 이후 코티닌 수치가     가까이 나왔습니다  어느 정도의 흡연을 하고 있을 때 나타나는 수치인가요 ,가정의학과,갑자기 중심을 못잡은건지 휘청거렸어요,  살 남자입니다   제가 이런적이 없는데 육교를 올라가서 걷다가 갑자기 휘청거리고 눈앞이흐려지고 두통이 살짝오더라구요 이런적이 한번도 없는데 갑자기 그래서 너무놀랬어요    혹시 의심가는게 있을까요  ,가정의학과
코로나 목아픔,코로나 확진됐는데 목이 너무 아파요 이틀 전에는 쉰목소리만 나고 아프진 않았는데 오늘 일어나서 침 삼키니까 하늘나라 가는줄 알았어요 진짜 너무 아파요 가면 갈수록 더 아프고 이제는 귀도 아파요    침 삼키기가 너무 싫고 원래 삼킬 때만 아팠는데 이제는 그냥 가만히 있어도 아파요 코도 건조해져서 코로 숨쉬기도 힘들고 너무 아파서 자려고 누우면 코가 막혀서 잘 수도 없어요  물 많이 마시라고 하는데 음식 중에 물 삼키기가 제일 힘들어요 목에서 칼날들이 쓸고 내려가는 느낌  진짜 미치겠어요   어떻게 해야 증상이 빨리 없어질까요 가글도 하고있고 타이레놀도 먹어봤는데 효과없어요   그리고 목아픔 얼마나 가나요  ,가정의학과,유두 주변에 하얀색에 뭔가가 있습니다,  대 여자입니다 어릴때부터 이런게 있었으며 함몰유두예요 아래 사진처럼 나있습니다 만지면 아프지도 않고 짜보지도 않았어요 아직 부모님한텐 말씀을 안드렸어요  양쪽에 모두 나있고 두쪽다 함몰입니다   대충 비슷하게 그렸어요 ,가정의학과,장염인지 코로나인지,첫째날 근육통에 그날저녁부터 둘째날까지 고열에 설사를 하루에  번은 했습니다 삼일째인데 열은 다빠지고 약간 멍하면서 설사에 복부통증이 좀 있는데 이거 코로나인가요  근데 제가 흰우유만 먹으면 이런거 같은데 유당불내증인가요  유당불내증걸리면 원래 몇일씩 이렇게 아픈가요  그냥 장염인지   식중독인지  ,가정의학과,마신것도 없는데 오줌이 자주나오네요,  살 남자 키      cm 에    kg 근육량       정도 되요 제가 최근에 살이 급격하게 많이   년도 부터  년동안   kg이 쪗어요 운동선수 임에도 먹는양이 많아서 그리고 콜라를 아예 안마시다가 자주 마시게 된지  년 됬어요 거의  틀에    L는  마셔요   근데 갑자기 아까 저녁부터 마신건 없는데 오줌이 자주나와요  싸면 채워지고 다시 싸야되고 그렇게 되는데 당뇨 초기증상인가요   당뇨는 한번 걷리면 완치가 안되나요      그리고 당뇨 걸리면 무조건 죽나요      그리고 당뇨에 걸리면 눈이 실명이 되고  다리를 절단해야되나요    당뇨에 걸리면 눈이 실명이 되나요     지금부터라도 콜라 안마시고 살뺴면 눈 건강도 지키고 눈도 건강해지고 시력도 유지되고 당뇨도 안걸릴수 있나요 ,가정의학과
코로나 증상 중에 집착,코로나 증상 중에 무언가에 집착하는 증상도 있나요  예를 들면 친구가 답장을 안 한다고 집착을 한다던가 하는거요  최대한 빠른 답변 주시면 감사하겠습니다 ,가정의학과,겨드랑이 멍울,생리중인데 갑자기 오른쪽 겨드랑이에 멍울이 작게 생기고 건들이면 아파요 왜 이러죠    ,가정의학과,혈관검사해야 하나요,안녕하세요 저는 현재   살 자녀 명의 주부입니다  저의건강상태가 의심스러워서 진찰할려는데 어느과로 가서진료 받아야될지 궁금해서 어쭙니다 저는 육식을 좋아하며 체중이 현재  kg 되고요  달전에 동네 가정의학과에서 혈액검사했는데 당뇨 전단계라네요 피곤하며 손이 가끔절입니다  혹시 혈관검사라도 받아야하는지 혈관검사도 여러부분이 있다던데 혈관mri경우 경비도 만만치 않다든데 아님 대학병원 가정의학과가서 상담후 검사받는게 맞는지 알려주시면 고맙겠읍니다,가정의학과,울쎄라 수면마취 해야하나요 ,슈링크를 받아봤는데 효과가 미미한 것 같아서 울쎄라를 받아볼려구 합니다  슈링크에 비해 울쎄라가 더 아프다는 소리가 있어서요  울쎄라 수면마취로 생각하고 있는데 혹시 수면마취 시 부작용 같은건 없을까요 ,가정의학과
코로나 밀접접촉자,제 친구가 이틀 전에 코로나에 걸렸는데 그 친구 코로나 검사 결과 나오기 하루 전에 저랑 친구랑 놀았거든요 그래서 내일 코로나 검사 받으러 가려하는데 코로나 증상 몇가지만 알려주세요 저는 뒷머리가 아프고 숨이 조금 불안정하게 쉬어지는거같아요,가정의학과,지방흡입 고민중인데요,날씨가 따뜻해져서 살빼는데 옆구리살이 안빠지네요 그래서 지방흡입으로 빼보려고 하는데요  지방흡입으로 빼고 싶은 부위만 뺄수 있나요  효과는 있겠죠  아니면 지방분해주사로 해도 효과는 있을까요  답변 좀 부탁드립니다 ,가정의학과,디에타민  마그밀정,이틀전에 디에타민을 처방받았는데 마그밀정이라는 변비약도 같이 주셧거든요 디에타민은 아침에 일어나자마자 먹는데 마그밀정은 언제 먹는건가요 두개같이 복용해도 상관없나여 ,가정의학과,여드름약 처방 관해 문의드려요,  살 고등학생이구요 작년부터 조금씩 여드름이 나더니 이제는 턱밑 특히 볼쪽에 여드름이 계속 생겨요  피부과를 방문해야하는데 시간이   혹시 여드름약으로 치료가 가능할까요  그리고 보통 어떤 여드름약 처방 해주시나요  대리처방도 가능한가요 ,가정의학과
코로나 이후에 미각 상실 증상,코로나 격리해제 되고  주일 지나서 재확진도 아니고 몸 아픈곳도 없는데 미각이 안느껴집니다  월   일부터 증상이 있었고요 어떻데 대처하면 될까요  한의원 갈 생각을 하고 있긴 합니다,가정의학과,피부과 모공축소 시술 알고 싶어요,코로나에 마스크를 쓰고 다녀서 그런지 아님 나이가 들어서 그런지 모공이 늘어졌다고 해야하나 넒어져서 매번 화장 떡칠   트러블까지 생기네요 모공축소 시술 알아보고 있는데 피부과 모공축소시술은 어떻게 하나요  혹시 모공레이저도 있나요  도움 좀 주세요  ,가정의학과,뇌건강을 위하여 아미노산 티로신 트립토판 을 섭취하는 것에 이점이 있을까요 ,안녕하세요  저는 매우 건장한 신체의 성인 남성입니다     매일 근력 운동과 유산소 운동을 하면서   식물성단백질 육류단백질 유청단백질   체중 x      g 을 충분히 잘 섭취하고 있습니다    뇌건강 정신건강 및 뇌활성화를 위하여  도파민 세로토닌 합성에 도움을 줄수 있는 아미노산인 티로신 트립토판 섭취를 하려고 합니다    이미 충분한 양의 완전단백질을 섭취함에도  추가적인 캡슐형의 보충제를 섭취하면 더 이점을 받을수 있는 부분이 있을까요   아니면  섭취할 필요가 전혀 없을까요 ,가정의학과,울쎄라 리프팅 생각중인데,주변에서 울쎄라를 추천해주는데 검색해보니까 얼굴살이 없는 경우 울쎄라 시술을 받지 못한다고 해서요 나이 들면서 얼굴살이 빠져서 시술 가능 여부가 궁금하세요 혹시 대체할 수 있는 리프팅 시술이 있을까요  실리프팅은 받아봤는데 효과가 금방 사라져서 추천 안 해주셨으면 합니다 ,가정의학과
신속항원 양성후 pcr음성,신속항원 양성 pcr 음성이 나왔는데 이게 두번째에요 화요일에 신속항원 양성떠서 pcr결과 음성 목요일 신속항원 재검사 양성 후 또 pcr 음성인데 증상이 없는겅 아니라 불안해서 집안에만 있네요 다시 검사를 해봐야할까요,가정의학과,피코슈어레이저 기미잡티제거와 모공축소에 효과가 좋나요 ,기미잡티 때문에 진짜 고민이에요  집 주변에서 포토나와 피코레이저를 받았는데 더 진해진 것 같아요  인터넷으로 검색해보니 피코슈어레이저를 추천하더라구요  아무래도 국산 장비에 비해 효과가 좋을 것 같은데  더 짙어진 기미잡티 때문에 고민이네요  그리고 피코슈어레이저가 모공축소에도 효과적이라고 해서요    대가 가까워서 그런지 모공도 늘어져서   혹시 받아보신 분 있으시면 답변부탁드려요 ,가정의학과,삭센다 맞다가 중단한 펜이 있는데 바로 다시 사용해도되나요 ,삭센다 펜을 반정도 맞고    개월 정도 중단해서  반정도 남은 펜이 있습니다   뚜껑을 잘껴서 냉장고에 보관해두워서 위생문제없을것같은데 바로 사용해도되나요   아니면 새로운 펜을 사용해야하나요,가정의학과,미열이 계속 있음,학원에서 코로나 확진자가 나와서 검사를 했는데 음성이 나옴 pcr검사  근데 계속 미열이 있음 두통이나 기침은 없음,가정의학과
속이 울렁거리고 어지러울때 물마셔도 되나요   ,오늘 코로나 양성판정 받고 점심에 죽먹고 약먹고 잤는데 일어나보니 온몸이 땀으로 젖어있었어요   미열도 있었고 일어나보니까 어지럽고 속이 너무 안좋은데 탈수증세인가여    따듯한물 마셔도 될까요,가정의학과,머리 박았을 때,  대초반이 머리를 쎄게 박았는데 너무 아프시다고 우시면서 일어나지시도 못하고 너무 아프시다고 하세요 어떻게 하죠     계속 누워만 계시고 오른쪽에 옆에쪽을 박았는데 어떡하죠,가정의학과, 세 아이 예방접종과 항생제, 세 아이 내일 dtap 이랑 mmr 백신 맞추려 하는데 현재 안과 다래끼 질환으로 세균성 항생제와 소염제 복용 중입니다  안과의사 선생님 말씀으로는 예방접종 해도 된다고는 헸는데 혹시 괜찮은지 지식인분들께 여쭤봅니다 ,가정의학과,어떻게 하면 원래대로 되돌아 올까요  ,올해   살 된 여학생인데요 요즘따라 피곤하고 하고 싶은 일도 하고 싶지 않고 왜인진 모르겠지만 마음이 불안  하다고 해야할까요 뭔가 무기력 해지다 보니 건강에 문제가 생긴건 아닌지 걱정도 되구요 다른 증상은 아무것도 없어요 뭘까요  ,가정의학과
코로나 감염,안녕하세요 제 남친이 수요일에 키트두줄이떠서 목요일에 검사받고 금요일인 오늘 검사결과가 양성이 나왔는데요 수요일에 같이 뽀뽀하고 키스하고 해서 침이 섞였을텐데 키트로는 계속 한줄이나와서 돈을내고 목요일에 pcr검사를 받았고 오늘 금요일날 음성문자를 받았는데 그 잠복기가   시간 정도라고 병원에서 얘기하시던데 내일 토요일날이 잠복기 끝나는 시간인데 그때도 키트 해봤는데 한줄나오면 안걸린걸까요  그리고 확진자랑 침이 섞였는데도 안걸리는 경우가 있나요  ,가정의학과,발 동상인가요  ,좀 간지럽구 빨개지구    무슨증상인가요   ,가정의학과,아빠가 오늘 내시경을 했는데 내공   ,같이 간검사 같은것도 몇가지했나봐요 근데 간에 오돌토돌한게 나서 B형간염일수도 있다고 하는데 아직 검사결과는 안 나왔어요 아빠가 백신 맞고나서부터 피로하다고 했었는데 만약에 B형간염 말고 간암이면 어떡하나요 초기나 말기 다를텐데 둘다 치사율은 얼마나 되고 치료하면 어떻게 되나요 B형간염이라면 만성이면 어떻게 치료하고 죽을수도 있는지 급성이라면 어떻게 치료하고 죽을 수도 있는지 알려주세요 지금 너무 심란해서 속이 울렁거려요 제발 빨리 알려주세요,가정의학과,최근 한달 사이에 체력이 급격하게 나빠져 조금 걷는데도 숨이 차고  한번 숨이 차면 어디 앉거나 눕기 전까지 쉽게 호흡이 회복되지 않고 계속 쿵,최근 한달 사이에 체력이 급격하게 나빠져 조금 걷는데도 숨이 차고  한번 숨이 차면 어디 앉거나 눕기 전까지 쉽게 호흡이 회복되지 않고 계속 쿵쾅거립니다  또 조금만 먹어도 배가 부르고 쉽게 지치는데 왜 그럴까요  또한 위 경우 검진을 받으려면 어느 병원으로 가야할까요,가정의학과
코로나 잠복기 학원,이틀간 자가진단키트 음성 나오긴 했는데 날이 갈수록 머리아프고 목 붓는 느낌 들고 암튼 코로나 증상이랑 겹치는데요  진단키트 오류가 꽤 있다고도 하고 잠복기는 검사하기 어렵다기에  저녁에 학원 가야되는데 걱정돼서요  안 가는 게 맞을까요 ,가정의학과,코로나 인가요 ,저희 언니가 어제 새벽에 속이 안좋아서 잠을 제대로 못자다가 기침을 계속 하고 열도 나는데 혹시 코로나인가요  콧물도 좀 있는거같고 근육통도 있는거같은데 어떡하죠    학원에서 며칠전에 확진자가 나왔는데 밀폐된 공간이고 접촉을 안했다고 하는데 코로나인가요  남아있는 가족들은 어떡하죠    엄마 아빠 남동생까지 걸리면 난린데   한번 걸리면 몸 망가진다고 했던가 안좋아진다고 들었는데 어떡해요    치사율이 낮은건 아는데 요즘은 걸려도 집에있잖아요 선별진료소 가서 검사한다고는 하는데 빨리 알고싶어요    곧 개학인데 밖에 못나가는건 아니겠죠    ,가정의학과,제가 혈전 등의 이유로 복용하는 주사가 있는데요   ,제가 혈전 등의 이유로 복용하는 주사와 약이 있는데요 공무원 채용 건강검진 전 혹시 주사나 약물 사용하면 안되는 건가요   복용하고 있는 약은 아스피린  프로노기바  각종 영양제 오메가  코큐텐  엽산  마그네슘  비타민 b   주사는 크렉산 입니다  질정도 사용중이고요    혹시 채용관련해서 결과에 영향 주거나 해가되는 부분이 있을까요 ,가정의학과,제로큐탄과 콜레스테롤수치 연관성 때문,제로큐탄과 콜레스테롤 수치 연관성 때문에 고민입니다   여드름약 먹기 전     년  월 혈액검사 결과  총콜     HDL    중성지방    LDL      추정       년  월 강남 유명병원 함OO 에서 제로큐탄 한달  일 알 먹고 검사 실시 후  총콜     HDL    중성지방    LDL        추정   작년에 약먹기 전에도 수치가 좀 높아 내과에서 조절하라했는데 잊고 지내다 여드름약땜에 다시 했더니 저정도네요  피부과 의사쌤은 유의미한 영향까진 아니니 그냥 이틀에 한 알로  달 먹고 운동하라고 오늘 약 처방해주셨어요   이 정도면 이틀 한 알 복용하고 식이 운동습관 잡아도 괜찮을까요   피부가 너무 스트레스라 약을 먹고서라도 깨끗해지고 싶어서 이렇게 문의드려요  ,가정의학과
코로나 확진 후 하혈,제가 오늘 신속항원키트로 두줄이나오고 선별진료소 갔다와서 연락 기다리고 있는데 금방 화장실 다녀오고 나서 하혈이 나요 백신은  차까지 맞았고 백신 맞은지도 오래됐고 생리도 잘 해오고 했는데 코로나 증상 중에 하혈을 할 수 있나요  ,가정의학과,신속 항원 검사,코로나 신속 항원 검사를 해서 검사 해 봤는데 두 줄이 나왔는데 보건소에 전화해야 하나요 ,가정의학과,A형간염  B형간염 항체검사 결과 급합니다  ,안녕하세요  A형간염  B형간염  MMR  수두 항체검사 결과  일 내로 받을 수 있는 병원 있을까요     서울 어디든 다 괜찮습니다   혹시 아시는 분 계시면 알려주세요      다음주 수요일까지 받아야 합니다    부탁드립니다,가정의학과,예방접종 가간 중 코로나,가다실 가를    에 맞고 b형 간염을     에  차 예정인데 중간에 코로나  차를 맞아도 될까요      정도    주 간격을 두라고 하셔서   b형간염을  일정도 미뤄도 될까요   코로나 차를 학교가기전에 맞아야해서요,가정의학과
드라이아이스 변기,드라이 아이스를 모르고 변기에 버리고 녹을 때 까지 기다렸는데 이산화탄소량이 많아져서 두통이나 호흡곤란이 올 수도 있다는데 건강에는 아무 지장 없는 거죠  ,가정의학과,백신 맞고 코로나 양성,어제 백신을 맞고 밤부터 슬슬 팔이 아프더니 자고 일어났더니 오한 근육통 두통이 있었습니다 팔고 계속 아팠구요 사실 한  일전부터는 목이 살짝 기침이 나올락 말락 했고 그렇개 아프진 않고 지금은 약간 칼칼 하고 기침 나올려고 하눈 강도가 좀 세진거 같지만 완전 기침이 나오지는 않아요 혹시 몰라서 자가키트를 해봤는데  줄 나왔습니다 근데 열은 어제 밤부터 재봐도 지금도     도 근처 왔다리 갔다리 해요 열이 이정도 인데도 코로나 양성 일수도 있나요 ,가정의학과,운동 도중 심장이 갑자기 빨리 뛰고 앞이 안 보임,운동 도중에 엄청 힘들지도 않은데 심장이 빨리 뛰는게 느껴졌었어요  그러더니 앞도 군데군데 까맣게 변하고 귀도 먹먹해지고 속도 안 좋아졌었어요  토하고 바로 나아졌긴 했는데   잠도 안 자고 밤새 영화 보다가 아침도 안 먹고 바로 운동하러 나갔는데 그거 때문이겠죠    심각한건 아니겠죠   ,가정의학과,발톱이 왜 이렇죠  새끼 발까락만 그래요,양쪽 새끼발가락 초  올라가는 학생입니다 ,가정의학과
배가 아파요  ,배가 계속 아픔니다 누워서 만져 보면 왼쪽 골반뼈 튀어나온곳  배꼽보다는 조금아래로 내려가  에서 한  센티 정도 떨어진 위치 이구요  계속 아픈것이 아니라 꾹 찌르는 듯한 통증이 찌르르하고 밀려 가슴쪽까지 올라오다 사라지는데 이것이 계속 반복해서 나타나는거죠    대략적인 문제가 뭘지    변도 잘보고 있습니다  한달 이상 된거 같구요    있다가 없을때도 있구요     다이어트 한다고 탄수화물 잘 안먹습니다  미역국이나 무 깍아먹는정도 이구요    호두 피호두  몇알씩 깨먹고있습니다    그러보니 호두 먹으면서부터 그런거 같기도 하구요  많이 멋지는 않아요    병원을 간다면    어디를 가야 할까요  일반내과로 그냥 가면 되나요   ,가정의학과,코로나 걸렸을까요   ,저희 언니가 걸렸고 증상 보이고 난후에 하루 이틀 정도 같이 보냈는데  물론 접촉 없이    너무너무너무 불안해요    차까지 맞긴 했는데 코로나 바이러스 가 집에 남아있었을수도 있고       저 오늘 pcr검사했는데 내일 결과 나오거든요  언니 코로나 걸리고  일 정도 지났는데 증상 하나도 안보였어요      너무 떨려요  ,가정의학과,체중이 일주일새 급격히 줄었다 늘었어요,요즘 회사가 바쁘기도하고   년근무중 가장 스트레스를 많이 받고있는것같습니다   평일  일 새  키로가 빠졌는데 금요일밤  토요일날 이것저것 시켜먹으니 갑자기  키로가 늘었어요   원래 몸무게 변동이 잘 없었는데 체중계가 고장난건지 건강에 이상이 생긴건지 건강에 이상이 생긴거면 어느병원으로 가서 검사를 받아야할지 궁금합니다    요새 배는 고픈데 또 조금만 먹으면 배가 기분나쁘게 부르고 소화가 안되는듯 거북한데 화장실은 잘갑니다   ,가정의학과,자나팜 관련 질문 급합니다 지금,  시 부근에 자나팜       미리그램 복용 후 한시간 반 뒤에 아무생각없이 취침전 약      미리그램 다시 복용했습니다 이렇게 복용해도 괜찮을까요     저 자다가 죽는거 아니겠죠   ,가정의학과
코로나 확진,이번주 화요일에 친구 둘이서 저랑 같이 밥 먹었는데요 한명이 수요일에 걸리고 또 한명은 목요일에 코로나에 걸렸어요 그럼 저도 코로나 걸럈을꺼 아녜요 그래서 일단 먼저 걸린 친구 때문에 수요일에 자가키트 해서 음성 나오고 목요일에 한명 더 걸린 친구 때문에 자가키트 하고 이빈후과 가서 감사를 했죠 자가키트에서 음성 나오고 이빈후과에서 한 것도 음성 나오고 오늘 또 자가키트로 검사 하니 음성이 나왔어요 그러면 수 목 금 다 음성이잖아요 내일 병원에서 또 와서 감사 하자는데 그 검사에서 음성 나오면 나가서 놀아도 되는건가요 더 기다려야 하나요 병원에서 하는건 보건소 pcr이랑 똑같은 길이의 면봉이에요 저는 아무런 증상도 없어요,가정의학과,두드러기   ,등 날개에서 부터 귀밑에 까지 두드러기가 나오는데요     동네병원가서 주사 및 약  알레르기  처방 받아서 먹는데도 나아지질 않네요    이 약을 계속 먹어야 될까요      제생각에는 음식 뭐 그런거 보다 샤워할때 너무너무 뜨거운물로   어깨 목 부위를 샤워기물로 마사지 한뒤로 생기는거 같은데요     화상입은줄 알았어요      그냥 나두면 나을까요   두드러기 부위에서 미열이 좀 나고 가렵네요    전에 두드러기 생긴적이 없어요   ,가정의학과,체중감소 궁금합니다 ,  대 초반 남성입니다  체중감소에 대해 궁금한 점이 있어 질문드립니다   키      cm 체중     kg      kg        kg으로   일만에  kg이 빠졌습니다   담배x  군것질x 음주는  주   회   그리고 탄수화물  지방  단백질은 지키되 반찬 위주로 식사하고 탄수화물 밥양 조금 줄였습니다  이것 외에는 별다른 것을 한적이 없고 코로나영향으로 집에서 티비 아님 게임을 주로 했습니다   살이 빠진게 이번이 아니라 작년   년    월까지   kg에서   kg 정도 빠졌었습니다  그땐 뭔가 문제가 있는거 같아  월에 종합병원가서 검사 진행하여 피검사 및 조영제 복부ct 결과 콜레스테롤이 높은거 빼곤 별다른 특이사항이 없다네요  그리고 추가로 올해  월에 위내시경 했는데 이상은 없었습니다  대장은   년도  월에 했었구요 특이사항x  제가 콜레스테롤이 조금씩 오르는 것 같아 식이조절을 하고 식이섬유를 꾸준히 적정하게 섭취하고 있었고 집에서 맨몸운동 조금씩 하고 있습니다  작년 결과이기는 하지만 갑작스레 이렇게 빠질 수가 있는지 궁금하네요  다시 병원가서 검사를 진행해야 하는건지요      세   kg   세 재대   kg 증가 후   세 까지   kg 증가   세    세  년 동안  kg 빠짐     kg 첫 직장    세     세   kg으로 증가 후 유지 하다가 위에 글 처럼 빠짐     kg    년  월 콜레스테롤 결과 토탈     hdl    ldl     tg       년  월 결과 토탈    hdl    ldl     th    ,가정의학과,  년생 비만 디에타민 처방,키      몸무게   로 다리에 문제가 있어서 사실상 운동도 제대로 못하고 식단도 잘 못지켜서 몇년동안 비만으로 살았는데 자존감이 너무 떨어지고 간절하게 살을 빼고싶은데 운동을 못하니 검색을 해보다가 디에타민이라는 약을 발견했는데 알아보니 저는 나이제한으로 처방이 안되는것 같더라고요  정말 비만치료 목적으로 사는건데 진짜 처방 안될까요  부모님이랑 같이 갈건데도 안되면 엄마한테 부탁해서 대신 사달라고 하려고요  그리고 디에타민 처방 피부과에서도 할수있나요 ,가정의학과
,,,코로나 오미크론,   제 몸에 바이러스가 퍼지기 전이면 양성 안나오나요      꼭 아프기 시작해야 양성 나오는건가요  ,가정의학과,피검사 결과 RBC수치  림푸구수치,  월쯤 검사했을때 rbc수치는 정상이었고 림프구     나왔어요 병원에서   월에 재검하자고 했는데 시간이 안 되서 엊그제 재검을 받았는데 검사 결과가 이렇게 나왔어요 한 달 뒤 다시 검사를 해보자고 하는데 차라리 지금 상급병원에서 재검을 받는게 맞을까요 ,가정의학과,배꼽 오른쪽 혹,전부터 배꼽 오른쪽에 엄청 조그만 빨간 점이 생기고 누르면 멍든부분 누르는것처럼 아프더니 갑자기 어제 작은 혹같은게 생겼어요 처음 발견했을때보다 조금 커졌는데 처음 발견했을땐 막 겉으로 티도 안나고 완두콩만했는데 점점 커지는거같아요 이젠 스치기만 해도 아프고 겉으로도 살짝 보여요 피지낭종이나 그런건가요 ,가정의학과
,,,간수치가 두배 상승   괜찮나요  ,제가 엊그제 채용검진을 했는데     년도 보다 간수치가 두배나 올랐어요   정상범위긴 한데  속상합니다      년     년 건강검진시 간수치가 상당히 좋았는데   그때 오히려 일도 많이하고 술도 많이먹고 방탕하게 살았습니다      년  월 간수치        이렇게 나왔는데   어제 검사한 채용검진 간수치 보니 두배가 올랐오요    SGOT     SGPT    이렇게 나왔습니다    까지 정상 범위긴 한데   나이가 들수록 정상범위 안에서 지표가 나빠지는거 같아서 걱정이 됩니다        이범위도 괜찮은가요   살찐게 원인일수도 있나요  ,가정의학과,고지혈증약 복용중이면 오메가  먹으면 안되나요 ,혈압이 안좋거나 혈전관련 약 복용중일때 오메가 가 부작용일으킨다는 소리를 어디서 들은거 같아서 문의드립니다   먹으면 아예 안되는지 혹은 오메가 를 복용하더라도 EPA EDH 용량합이  mg 이하로만 복용해야하는지 등 주의할 사항있으면 부탁드립니다   복용자    대 중반 어머니,가정의학과,발톱 세로줄  오래됐는데 발톱속에 심이 있는듯 하더니 최근에 갯수가 늘었습니다  이건 뭘까요  병원가야하나요 ,발톱 세로줄  오래됐는데 발톱속에 심이 있는듯 하더니 최근에 갯수가 늘었습니다  이건 뭘까요  병원가야하나요 ,가정의학과
,,,  살 여학생인데 키는    cm입니다 키가 중  이 후부터 잘 안크는데 이제 더 이상 키가 안크는 것일까요    생리도 합니다 ,  살 여학생인데 키는    cm입니다 키가 중  이 후부터 잘 안크는데 이제 더 이상 키가 안크는 것일까요    생리도 합니다 ,가정의학과,코로나 확진 후 백신  차 ,안녕하세요   제가     코로나 확진을 받고 재택에서 격리를 하였습니다  있는 동안 병원에서 진료를 받거나 그럴 수 있는 상황이 되지 않아 애초에 보건소에서 어플 번호 ID 도 안 줌    서 지인을 통해 약국에서 종합 감기약 목 감기약을 받아 일주일 동안 먹으면서 지금은 격리 해제가 되고 몸도 좋아진 상태입니다  코로나 검사는 받을 필요 없다고 하였지만 궁금 반 걱정 반으로 자가키트로 다음날 검사를 해보니 음성이 나왔더라고요  신기  여기서 질문입니다  보건소에서는  개월 후에 백신  차 을 맞을 수 있다고 했지만    제가 인터넷에 검색을 해보니 병원 보건소 에서 처방해 주는 약일 경우  개월 후 맞는 게 맞는다고 하였는데    저는 약국에서 받아서 먹은 거라서요   그래도  개월 후에 백신을 맞아야 되는 건가요  지금 몸 상태는 살짝 기침   가래만 나오는 상황입니다 ,가정의학과,이번에 헌혈을 했는데 결과가 이렇게 나왔네요 주의가 많아서 놀랐는데 제 수치가 얼마나 심각한건지 알고싶습니다 ,이번에 헌혈을 했는데 결과가 이렇게 나왔네요 주의가 많아서 놀랐는데 제 수치가 얼마나 심각한건지 알고싶습니다 ,가정의학과
